Id,SalePrice
1461,121485.5156
1462,152749.1559
1463,172018.657
1464,181594.43
1465,200501.8373
1466,175878.5768
1467,176505.061
1468,169797.1164
1469,171075.2654
1470,118058.6953
1471,186296.5852
1472,95601.04024
1473,93964.49791
1474,145308.1467
1475,120768.2673
1476,415275.2238
1477,279749.1768
1478,305368.1976
1479,281593.8362
1480,426807.2696
1481,330166.0506
1482,215808.103
1483,169651.0121
1484,163252.9352
1485,192613.9877
1486,193121.235
1487,328482.4566
1488,235834.2911
1489,193463.5999
1490,188484.5237
1491,199633.4705
1492,98103.85665
1493,187556.0086
1494,323993.7823
1495,306744.1826
1496,202655.5734
1497,185775.114
1498,167239.9375
1499,168852.4056
1500,166176.9244
1501,183714.0565
1502,153926.9951
1503,259287.8024
1504,250208.644
1505,208422.458
1506,189024.2344
1507,222462.871
1508,199907.2148
1509,167905.9556
1510,146484.0988
1511,142594.3907
1512,166369.9484
1513,163682.5204
1514,168826.1182
1515,175511.6957
1516,176501.7607
1517,156282.4468
1518,145085.8048
1519,195934.0176
1520,129213.0415
1521,125641.323
1522,165300.1723
1523,116291.6972
1524,134336.0619
1525,122161.6491
1526,129089.0653
1527,107109.635
1528,143883.6702
1529,141371.963
1530,165429.6677
1531,100028.1286
1532,95603.59859
1533,142170.816
1534,121877.795
1535,135132.7135
1536,106291.1164
1537,68174.7597
1538,169264.4586
1539,218439.6579
1540,96008.32768
1541,148245.3761
1542,133222.4328
1543,184554.2197
1544,91928.64679
1545,130687.0679
1546,135815.6326
1547,127634.9786
1548,139015.7966
1549,117711.3372
1550,131564.0398
1551,105684.777
1552,114656.9574
1553,139375.6491
1554,118944.1932
1555,161759.8514
1556,101181.9138
1557,98833.69303
1558,105627.5806
1559,88462.52368
1560,149129.8532
1561,133894.3008
1562,130404.3761
1563,118939.3136
1564,139745.3984
1565,141736.4435
1566,227890.6814
1567,76858.07687
1568,217917.6482
1569,110845.9305
1570,137156.6513
1571,117534.6255
1572,133103.8194
1573,193044.7657
1574,116034.6706
1575,179710.2218
1576,229417.1685
1577,190183.4206
1578,155439.6848
1579,141938.2999
1580,196398.112
1581,154598.863
1582,133855.9135
1583,287086.9286
1584,221114.5369
1585,143572.3532
1586,76115.54841
1587,115960.8574
1588,133109.6369
1589,106110.6418
1590,129908.7591
1591,91471.99559
1592,115530.5211
1593,126643.5461
1594,160091.0032
1595,102107.4639
1596,215985.7019
1597,203779.7018
1598,257229.8445
1599,169114.0765
1600,168513.0743
1601,58507.89623
1602,99454.004
1603,85043.321
1604,260144.4881
1605,275506.835
1606,172173.5253
1607,199329.3667
1608,228125.268
1609,192432.4776
1610,166822.4989
1611,147133.5652
1612,153825.7925
1613,153299.6786
1614,110132.6369
1615,90620.58033
1616,78319.13859
1617,92995.27625
1618,121859.8445
1619,145908.3099
1620,184291.8946
1621,145976.4261
1622,136713.1994
1623,256901.6902
1624,202156.5622
1625,123805.8374
1626,169021.8461
1627,177165.2638
1628,274843.7867
1629,186172.1578
1630,312520.8663
1631,243660.4944
1632,262485.0232
1633,175556.3738
1634,186715.4971
1635,184304.7721
1636,154247.713
1637,183525.4979
1638,212063.9878
1639,172118.569
1640,252358.0826
1641,163766.6503
1642,219075.3386
1643,235555.9322
1644,232600.8013
1645,175889.8145
1646,163911.3714
1647,154213.7457
1648,136031.7774
1649,144221.4691
1650,123031.3308
1651,121494.9599
1652,103645.8622
1653,110706.5651
1654,144653.8396
1655,136634.1967
1656,140554.6177
1657,152931.332
1658,140628.3443
1659,125405.9066
1660,148982.2697
1661,483561.2746
1662,464146.4984
1663,384265.4054
1664,483806.4845
1665,323025.5932
1666,301263.5181
1667,370519.8105
1668,347229.7125
1669,319721.8443
1670,367623.6412
1671,234616.1646
1672,421607.4595
1673,343696.4579
1674,253267.3528
1675,180678.7265
1676,192218.4794
1677,213716.2412
1678,421262.0102
1679,336322.0216
1680,319878.0819
1681,259140.6063
1682,297775.7447
1683,182749.3561
1684,181534.3934
1685,177029.8366
1686,164419.2943
1687,177108.1239
1688,187788.6581
1689,190370.9717
1690,196188.4635
1691,186145.6275
1692,289248.3625
1693,177451.824
1694,184896.7503
1695,177882.4031
1696,278979.6077
1697,183198.5851
1698,364009.0512
1699,298286.2778
1700,238695.7036
1701,282714.9265
1702,253459.8542
1703,266342.3848
1704,277614.4795
1705,211325.6351
1706,360948.8681
1707,200671.9285
1708,199428.9029
1709,289529.7323
1710,211043.5534
1711,280919.0456
1712,242946.1594
